"Name","Ward","Address","住所","Notes","LocName","fX","fY","iConf","iLvl"
芹が谷小学校,港南区,芹が谷三丁目32番1号,神奈川県横浜市港南区芹が谷三丁目32番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/芹が谷/三丁目/３２番","139.57390","35.41523","5","7"
吉原小学校,港南区,日野二丁目20番40号,神奈川県横浜市港南区日野二丁目20番40号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/日野/二丁目/２０番","139.58366","35.39709","5","7"
下永谷小学校,港南区,東永谷一丁目36番1号,神奈川県横浜市港南区東永谷一丁目36番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/東永谷/一丁目/３６番","139.58145","35.40845","5","7"
上大岡小学校,港南区,上大岡東三丁目11番1号,神奈川県横浜市港南区上大岡東三丁目11番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/上大岡東/三丁目/１１番","139.60425","35.40419","5","7"
芹が谷南小学校,港南区,芹が谷四丁目22番1号,神奈川県横浜市港南区芹が谷四丁目22番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/芹が谷/四丁目/２２番","139.57129","35.41246","5","7"
日限山小学校,港南区,日限山二丁目16番1号,神奈川県横浜市港南区日限山二丁目16番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/日限山/二丁目/１６番","139.55988","35.39383","5","7"
港南台第一小学校,港南区,港南台六丁目7番1号,神奈川県横浜市港南区港南台六丁目7番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/港南台/六丁目/７番","139.58733","35.37044","5","7"
日野南小学校,港南区,日野南六丁目35番1号,神奈川県横浜市港南区日野南六丁目35番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/日野南/六丁目/３５番","139.56206","35.37490","5","7"
下野庭小学校,港南区,野庭町602番地,神奈川県横浜市港南区野庭町602番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/野庭町/６０２番地","139.57234","35.39257","5","7"
相武山小学校,港南区,上永谷一丁目7番5号,神奈川県横浜市港南区上永谷一丁目7番5号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/上永谷/一丁目/７番","139.58060","35.40250","5","7"
永谷小学校,港南区,下永谷五丁目48番15号,神奈川県横浜市港南区下永谷五丁目48番15号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/下永谷/五丁目/４８番","139.55931","35.41171","5","7"
港南台第二小学校,港南区,港南台五丁目4番1号,神奈川県横浜市港南区港南台五丁目4番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/港南台/五丁目/４番","139.57896","35.37199","5","7"
港南台第三小学校,港南区,港南台二丁目14番1号,神奈川県横浜市港南区港南台二丁目14番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/港南台/二丁目/１４番","139.58266","35.37901","5","7"
丸山台小学校,港南区,丸山台三丁目8番1号,神奈川県横浜市港南区丸山台三丁目8番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/丸山台/三丁目/８番","139.56857","35.40103","5","7"
野庭すずかけ小学校,港南区,野庭町346番地2,神奈川県横浜市港南区野庭町346番地2,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/野庭町/３４６番地","139.57500","35.38791","5","7"
小坪小学校,港南区,港南台四丁目11番1号,神奈川県横浜市港南区港南台四丁目11番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/港南台/四丁目/１１番","139.57405","35.37606","5","7"
上永谷中学校,港南区,上永谷四丁目12番14号,神奈川県横浜市港南区上永谷四丁目12番14号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/上永谷/四丁目/１２番","139.56900","35.41002","5","7"
港南中学校,港南区,港南中央通6番地1,神奈川県横浜市港南区港南中央通6番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/港南中央通/６番","139.59079","35.40174","5","7"
笹下中学校,港南区,港南五丁目8番1号,神奈川県横浜市港南区港南五丁目8番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/港南/五丁目/８番","139.59312","35.39679","5","7"
野庭中学校,港南区,野庭町630番地,神奈川県横浜市港南区野庭町630番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/野庭町/６３０番地","139.57057","35.38668","5","7"
港南台第一中学校,港南区,港南台六丁目6番1号,神奈川県横浜市港南区港南台六丁目6番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/港南台/六丁目/６番","139.58658","35.37140","5","7"
芹が谷中学校,港南区,芹が谷二丁目7番1号,神奈川県横浜市港南区芹が谷二丁目7番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/芹が谷/二丁目/７番","139.57434","35.41742","5","7"
日限山中学校,港南区,日限山四丁目33番1号,神奈川県横浜市港南区日限山四丁目33番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/日限山/四丁目/３３番","139.55692","35.38659","5","7"
日野南中学校,港南区,港南台四丁目37番1号,神奈川県横浜市港南区港南台四丁目37番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/港南台/四丁目/３７番","139.56854","35.37551","5","7"
丸山台中学校,港南区,丸山台四丁目1番1号,神奈川県横浜市港南区丸山台四丁目1番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/丸山台/四丁目/１番","139.56477","35.39505","5","7"
東永谷中学校,港南区,東永谷二丁目14番7号,神奈川県横浜市港南区東永谷二丁目14番7号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/東永谷/二丁目/１４番","139.57831","35.40662","5","7"
富士見台小学校,保土ケ谷区,岩井町307番地,神奈川県横浜市保土ケ谷区岩井町307番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/岩井町/３０７番地","139.60184","35.44274","5","7"
保土ケ谷小学校,保土ケ谷区,神戸町129番地4,神奈川県横浜市保土ケ谷区神戸町129番地4,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/神戸町/１２９番地","139.59563","35.45409","5","7"
帷子小学校,保土ケ谷区,川辺町65番地1,神奈川県横浜市保土ケ谷区川辺町65番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/川辺町","139.59688","35.45964","5","5"
岩崎小学校,保土ケ谷区,岩崎町22番地1,神奈川県横浜市保土ケ谷区岩崎町22番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/岩崎町/２２番","139.58672","35.44669","5","7"
初音が丘小学校,保土ケ谷区,藤塚町1番地1,神奈川県横浜市保土ケ谷区藤塚町1番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/藤塚町/１番","139.57713","35.44801","5","7"
峯小学校,保土ケ谷区,峰岡町1丁目10番地,神奈川県横浜市保土ケ谷区峰岡町1丁目10番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/峰岡町/一丁目/１０番地","139.59911","35.46135","5","7"
星川小学校,保土ケ谷区,星川三丁目18番1号,神奈川県横浜市保土ケ谷区星川三丁目18番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/星川/三丁目/１８番","139.58939","35.46125","5","7"
仏向小学校,保土ケ谷区,仏向町845番地,神奈川県横浜市保土ケ谷区仏向町845番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/仏向町/８４５番地","139.58463","35.45886","5","7"
川島小学校,保土ケ谷区,川島町1162番地,神奈川県横浜市保土ケ谷区川島町1162番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/川島町/１１６２番地","139.56607","35.47457","5","7"
上菅田小学校,保土ケ谷区,上菅田町134番地,神奈川県横浜市保土ケ谷区上菅田町134番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/上菅田町/１３４番地","139.56630","35.48444","5","7"
今井小学校,保土ケ谷区,今井町981番地1,神奈川県横浜市保土ケ谷区今井町981番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/今井町/９８１番地","139.55859","35.44662","5","7"
桜台小学校,保土ケ谷区,桜ケ丘一丁目13番1号,神奈川県横浜市保土ケ谷区桜ケ丘一丁目13番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/桜ケ丘/一丁目/１３番","139.59052","35.45041","5","7"
常盤台小学校,保土ケ谷区,釜台町22番地1,神奈川県横浜市保土ケ谷区釜台町22番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/釜台町/２２番","139.58582","35.46915","5","7"
上星川小学校,保土ケ谷区,上星川二丁目51番1号,神奈川県横浜市保土ケ谷区上星川二丁目51番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/上星川/二丁目/５１番","139.57808","35.47613","5","7"
笹山小学校,保土ケ谷区,上菅田町1422番地,神奈川県横浜市保土ケ谷区上菅田町1422番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/上菅田町/１４２２番地","139.56590","35.49202","5","7"
新井小学校,保土ケ谷区,上菅田町1574番地1,神奈川県横浜市保土ケ谷区上菅田町1574番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/上菅田町/１５７４番地","139.55626","35.49595","5","7"
旧・くぬぎ台小学校,保土ケ谷区,川島町1374番地1,神奈川県横浜市保土ケ谷区川島町1374番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/川島町/１３７４番地","139.55956","35.47293","5","7"
坂本小学校,保土ケ谷区,坂本町6番地,神奈川県横浜市保土ケ谷区坂本町6番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/坂本町/６番地","139.57994","35.46473","5","7"
藤塚小学校,保土ケ谷区,新桜ケ丘一丁目22番1号,神奈川県横浜市保土ケ谷区新桜ケ丘一丁目22番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/新桜ケ丘/一丁目/２２番","139.56316","35.45132","5","7"
瀬戸ケ谷小学校,保土ケ谷区,瀬戸ケ谷町243番地,神奈川県横浜市保土ケ谷区瀬戸ケ谷町243番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/瀬戸ケ谷町/２４３番地","139.58556","35.44002","5","7"
権太坂小学校,保土ケ谷区,権太坂二丁目4番1号,神奈川県横浜市保土ケ谷区権太坂二丁目4番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/権太坂/二丁目/４番","139.57481","35.44161","5","7"
保土ケ谷中学校,保土ケ谷区,釜台町3番地1,神奈川県横浜市保土ケ谷区釜台町3番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/釜台町/３番","139.58418","35.46647","5","7"
宮田中学校,保土ケ谷区,宮田町1丁目100番地,神奈川県横浜市保土ケ谷区宮田町1丁目100番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/宮田町/一丁目/１００番地","139.60474","35.46120","5","7"
西谷中学校,保土ケ谷区,川島町1208番地,神奈川県横浜市保土ケ谷区川島町1208番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/川島町/１２０８番地","139.56607","35.47457","5","7"
橘中学校,保土ケ谷区,仏向町1167番地2,神奈川県横浜市保土ケ谷区仏向町1167番地2,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/仏向町/１１６７番地","139.57675","35.45603","5","7"
新井中学校,保土ケ谷区,新井町43番地7,神奈川県横浜市保土ケ谷区新井町43番地7,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/保土ケ谷区/新井町/４３番地","139.55968","35.48415","5","7"
上白根中学校,旭区,上白根町868番地,神奈川県横浜市旭区上白根町868番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/上白根町/８６８番地","139.53279","35.49804","5","7"
二俣川小学校,旭区,二俣川１丁目33番,神奈川県横浜市旭区二俣川１丁目33番,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/二俣川/一丁目/３３番地","139.52994","35.46426","5","7"
市沢小学校,旭区,市沢町781番地,神奈川県横浜市旭区市沢町781番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/市沢町/７８１番地","139.55901","35.46169","5","7"
白根小学校,旭区,中白根一丁目9番1号,神奈川県横浜市旭区中白根一丁目9番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/中白根/一丁目/９番","139.54413","35.48748","5","7"
都岡小学校,旭区,都岡町4番地8,神奈川県横浜市旭区都岡町4番地8,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/都岡町/４番地","139.52177","35.48517","5","7"
希望ケ丘小学校,旭区,中希望が丘124番地,神奈川県横浜市旭区中希望が丘124番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/中希望が丘/１２４番地","139.51256","35.45873","5","7"
鶴ケ峯小学校,旭区,鶴ケ峰一丁目42番,神奈川県横浜市旭区鶴ケ峰一丁目42番,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/鶴ケ峰/一丁目/４２番地","139.55193","35.47248","5","7"
本宿小学校,旭区,本宿町16番地,神奈川県横浜市旭区本宿町16番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/本宿町/１６番地","139.54411","35.46888","5","7"
万騎が原小学校,旭区,大池町66番地,神奈川県横浜市旭区大池町66番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/大池町/６６番地","139.53423","35.44852","5","7"
今宿小学校,旭区,今宿東町829番地,神奈川県横浜市旭区今宿東町829番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/今宿東町/８２９番地","139.53491","35.48441","5","7"
東希望が丘小学校,旭区,東希望が丘155番地,神奈川県横浜市旭区東希望が丘155番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/東希望が丘/１５５番地","139.51163","35.46420","5","7"
上川井小学校,旭区,上川井町2913番地,神奈川県横浜市旭区上川井町2913番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/上川井町/２９１３番地","139.50290","35.49792","5","7"
さちが丘小学校,旭区,さちが丘110番地1,神奈川県横浜市旭区さちが丘110番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/さちが丘/１１０番地","139.52348","35.45628","5","7"
旧・左近山第一小学校,旭区,左近山1997番地2,神奈川県横浜市旭区左近山1997番地2,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/左近山/１９９７番地","139.54745","35.46341","5","7"
笹野台小学校,旭区,笹野台四丁目48番1号,神奈川県横浜市旭区笹野台四丁目48番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/笹野台/四丁目/４８番","139.51041","35.47331","5","7"
中沢小学校,旭区,中沢三丁目25番1号,神奈川県横浜市旭区中沢三丁目25番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/中沢/三丁目/２５番","139.52222","35.47454","5","7"
旧・左近山第二小学校,旭区,左近山1011番地,神奈川県横浜市旭区左近山1011番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/左近山/１０１１番地","139.55600","35.45692","5","7"
四季の森小学校,旭区,上白根町901番地,神奈川県横浜市旭区上白根町901番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/上白根町/９０１番地","139.53160","35.49604","5","7"
不動丸小学校,旭区,白根三丁目33番1号,神奈川県横浜市旭区白根三丁目33番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/白根/三丁目/３３番","139.55019","35.48337","5","7"
川井小学校,旭区,川井宿町32番地2,神奈川県横浜市旭区川井宿町32番地2,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/川井宿町/３２番地","139.52176","35.49621","5","7"
上白根小学校,旭区,上白根二丁目45番1号,神奈川県横浜市旭区上白根二丁目45番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/上白根/二丁目/４５番","139.53935","35.49525","5","7"
南本宿小学校,旭区,南本宿町79番地,神奈川県横浜市旭区南本宿町79番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/南本宿町/７９番地","139.53873","35.45812","5","7"
左近山小学校,旭区,小高町55番地2,神奈川県横浜市旭区小高町55番地2,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/小高町/５５番地","139.55409","35.46172","5","7"
中尾小学校,旭区,中尾一丁目8番1号,神奈川県横浜市旭区中尾一丁目8番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/中尾/一丁目/８番","139.52219","35.46612","5","7"
善部小学校,旭区,善部町4番地1,神奈川県横浜市旭区善部町4番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/善部町/４番地","139.51738","35.45143","5","7"
若葉台特別支援学校,旭区,若葉台二丁目1番1号,神奈川県横浜市旭区若葉台二丁目1番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/若葉台/二丁目/１番","139.50362","35.50341","5","7"
今宿南小学校,旭区,今宿南町1879番地2,神奈川県横浜市旭区今宿南町1879番地2,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/今宿南町/１８７９番地","139.52844","35.48013","5","7"
若葉台小学校,旭区,若葉台二丁目14番1号,神奈川県横浜市旭区若葉台二丁目14番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/若葉台/二丁目/１４番","139.50180","35.50782","5","7"
旧・若葉台西中学校,旭区,若葉台四丁目34番1号,神奈川県横浜市旭区若葉台四丁目34番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/若葉台/四丁目/３４番","139.49123","35.50497","5","7"
万騎が原中学校,旭区,万騎が原31番地,神奈川県横浜市旭区万騎が原31番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/万騎が原/３１番地","139.53645","35.45771","5","7"
鶴ケ峯中学校,旭区,鶴ケ峰本町三丁目28番1号,神奈川県横浜市旭区鶴ケ峰本町三丁目28番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/鶴ケ峰本町/三丁目/２８番","139.54193","35.48187","5","7"
旭中学校,旭区,今宿二丁目40番1号,神奈川県横浜市旭区今宿二丁目40番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/今宿/二丁目/４０番","139.51775","35.47380","5","7"
南希望が丘中学校,旭区,南希望が丘108番地8,神奈川県横浜市旭区南希望が丘108番地8,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/南希望が丘/１０８番","139.51006","35.45679","5","7"
今宿中学校,旭区,今宿東町825番地,神奈川県横浜市旭区今宿東町825番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/今宿東町/８２５番地","139.53659","35.48507","5","7"
本宿中学校,旭区,川島町1979番地,神奈川県横浜市旭区川島町1979番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/川島町/１９７９番地","139.54834","35.46423","5","7"
旭北中学校,旭区,上白根二丁目47番1号,神奈川県横浜市旭区上白根二丁目47番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/旭区/上白根/二丁目/４７番","139.53720","35.49512","5","7"
滝頭小学校,磯子区,丸山二丁目25番1号,神奈川県横浜市磯子区丸山二丁目25番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/丸山/二丁目/２５番","139.62102","35.42173","5","7"
岡村小学校,磯子区,岡村四丁目7番1号,神奈川県横浜市磯子区岡村四丁目7番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/岡村/四丁目/７番","139.61159","35.42115","5","7"
磯子小学校,磯子区,久木町11番地1,神奈川県横浜市磯子区久木町11番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/久木町/１１番","139.62227","35.41448","5","7"
浜小学校,磯子区,磯子台23番地1,神奈川県横浜市磯子区磯子台23番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/磯子台/２３番","139.61337","35.40551","5","7"
杉田小学校,磯子区,杉田一丁目8番1号,神奈川県横浜市磯子区杉田一丁目8番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/杉田/一丁目/８番","139.61681","35.38519","5","7"
根岸小学校,磯子区,西町2番地46,神奈川県横浜市磯子区西町2番地46,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/西町/２番","139.63275","35.41750","5","7"
屏風浦小学校,磯子区,森三丁目11番1号,神奈川県横浜市磯子区森三丁目11番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/森/三丁目/１１番","139.61371","35.39118","5","7"
梅林小学校,磯子区,杉田五丁目13番1号,神奈川県横浜市磯子区杉田五丁目13番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/杉田/五丁目/１３番","139.62006","35.37778","5","7"
汐見台小学校,磯子区,汐見台3丁目6番地,神奈川県横浜市磯子区汐見台3丁目6番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/汐見台/三丁目/６番地","139.60672","35.40055","5","7"
洋光台第一小学校,磯子区,洋光台一丁目4番1号,神奈川県横浜市磯子区洋光台一丁目4番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/洋光台/一丁目/４番","139.59593","35.38416","5","7"
洋光台第二小学校,磯子区,洋光台四丁目15番1号,神奈川県横浜市磯子区洋光台四丁目15番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/洋光台/四丁目/１５番","139.60033","35.37648","5","7"
さわの里小学校,磯子区,上中里町548番地,神奈川県横浜市磯子区上中里町548番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/上中里町/５４８番地","139.60727","35.36997","5","7"
洋光台第三小学校,磯子区,洋光台二丁目4番1号,神奈川県横浜市磯子区洋光台二丁目4番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/洋光台/二丁目/４番","139.58998","35.38229","5","7"
洋光台第四小学校,磯子区,洋光台六丁目6番1号,神奈川県横浜市磯子区洋光台六丁目6番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/洋光台/六丁目/６番","139.59729","35.37294","5","7"
森東小学校,磯子区,森一丁目4番,神奈川県横浜市磯子区森一丁目4番,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/森/一丁目/４番","139.61578","35.39723","5","7"
山王台小学校,磯子区,磯子五丁目2番1号,神奈川県横浜市磯子区磯子五丁目2番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/磯子/五丁目/２番","139.61444","35.40796","5","7"
根岸中学校,磯子区,西町17番地13,神奈川県横浜市磯子区西町17番地13,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/西町/１７番","139.63164","35.41479","5","7"
浜中学校,磯子区,杉田三丁目30番11号,神奈川県横浜市磯子区杉田三丁目30番11号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/杉田/三丁目/３０番","139.61125","35.37703","5","7"
岡村中学校,磯子区,岡村一丁目14番1号,神奈川県横浜市磯子区岡村一丁目14番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/磯子区/岡村/一丁目/１４番","139.61761","35.41658","5","7"
