"Name","Ward","Address","住所","Notes","LocName","fX","fY","iConf","iLvl"
生麦小学校,鶴見区,生麦四丁目15番1号,神奈川県横浜市鶴見区生麦四丁目15番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/生麦/四丁目/１５番","139.67116","35.49545","5","7"
豊岡小学校,鶴見区,豊岡町27番地1,神奈川県横浜市鶴見区豊岡町27番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/豊岡町/２７番","139.67503","35.51264","5","7"
鶴見小学校,鶴見区,鶴見中央三丁目19番1号,神奈川県横浜市鶴見区鶴見中央三丁目19番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/鶴見中央/三丁目/１９番","139.68352","35.50918","5","7"
潮田小学校,鶴見区,向井町3丁目82番地1,神奈川県横浜市鶴見区向井町3丁目82番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/向井町/三丁目/８２番地","139.69000","35.50648","5","7"
下野谷小学校,鶴見区,下野谷町2丁目49番地,神奈川県横浜市鶴見区下野谷町2丁目49番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/下野谷町/二丁目/４９番地","139.68161","35.50048","5","7"
市場小学校,鶴見区,元宮一丁目13番1号,神奈川県横浜市鶴見区元宮一丁目13番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/元宮/一丁目/１３番","139.68234","35.52245","5","7"
平安小学校,鶴見区,平安町2丁目9番地1,神奈川県横浜市鶴見区平安町2丁目9番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/平安町/二丁目/９番地","139.69203","35.51222","5","7"
末吉小学校,鶴見区,上末吉一丁目9番1号,神奈川県横浜市鶴見区上末吉一丁目9番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/上末吉/一丁目/９番","139.66948","35.52499","5","7"
上末吉小学校,鶴見区,上末吉五丁目24番1号,神奈川県横浜市鶴見区上末吉五丁目24番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/上末吉/五丁目/２４番","139.66220","35.53401","5","7"
下末吉小学校,鶴見区,下末吉二丁目25番6号,神奈川県横浜市鶴見区下末吉二丁目25番6号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/下末吉/二丁目/２５番","139.67519","35.52283","5","7"
旭小学校,鶴見区,北寺尾四丁目25番1号,神奈川県横浜市鶴見区北寺尾四丁目25番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/北寺尾/四丁目/２５番","139.65495","35.51600","5","7"
東台小学校,鶴見区,東寺尾東台12番地1,神奈川県横浜市鶴見区東寺尾東台12番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/東寺尾東台/１２番","139.66415","35.50352","5","7"
岸谷小学校,鶴見区,岸谷一丁目6番1号,神奈川県横浜市鶴見区岸谷一丁目6番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/岸谷/一丁目/６番","139.66211","35.49372","5","7"
矢向小学校,鶴見区,矢向三丁目8番1号,神奈川県横浜市鶴見区矢向三丁目8番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/矢向/三丁目/８番","139.67935","35.53324","5","7"
入船小学校,鶴見区,浜町1丁目1番地1,神奈川県横浜市鶴見区浜町1丁目1番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/浜町/一丁目/１番地","139.69287","35.50076","5","7"
寺尾小学校,鶴見区,東寺尾五丁目19番1号,神奈川県横浜市鶴見区東寺尾五丁目19番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/東寺尾/五丁目/１９番","139.65756","35.50397","5","7"
汐入小学校,鶴見区,汐入町2丁目36番地,神奈川県横浜市鶴見区汐入町2丁目36番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/汐入町/二丁目/３６番地","139.68794","35.49882","5","7"
馬場小学校,鶴見区,馬場七丁目20番1号,神奈川県横浜市鶴見区馬場七丁目20番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/馬場/七丁目/２０番","139.64432","35.50979","5","7"
駒岡小学校,鶴見区,駒岡三丁目14番1号,神奈川県横浜市鶴見区駒岡三丁目14番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/駒岡/三丁目/１４番","139.65453","35.52838","5","7"
獅子ケ谷小学校,鶴見区,獅子ケ谷一丁目19番1号,神奈川県横浜市鶴見区獅子ケ谷一丁目19番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/獅子ケ谷/一丁目/１９番","139.65082","35.51702","5","7"
上寺尾小学校,鶴見区,馬場三丁目21番21号,神奈川県横浜市鶴見区馬場三丁目21番21号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/馬場/三丁目/２１番","139.65483","35.50761","5","7"
新鶴見小学校,鶴見区,江ケ崎町2番地1,神奈川県横浜市鶴見区江ケ崎町2番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/江ヶ崎町/２番","139.67642","35.53443","5","7"
市場中学校,鶴見区,市場下町1番地1,神奈川県横浜市鶴見区市場下町1番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/市場下町/１番","139.68365","35.51482","5","7"
矢向中学校,鶴見区,矢向一丁目8番24号,神奈川県横浜市鶴見区矢向一丁目8番24号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/矢向/一丁目/８番","139.67514","35.52898","5","7"
鶴見中学校,鶴見区,鶴見中央三丁目14番1号,神奈川県横浜市鶴見区鶴見中央三丁目14番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/鶴見中央/三丁目/１４番","139.68446","35.50974","5","7"
末吉中学校,鶴見区,下末吉六丁目13番1号,神奈川県横浜市鶴見区下末吉六丁目13番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/下末吉/六丁目/１３番","139.66420","35.52296","5","7"
寺尾中学校,鶴見区,北寺尾三丁目13番1号,神奈川県横浜市鶴見区北寺尾三丁目13番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/北寺尾/三丁目/１３番","139.65903","35.51992","5","7"
生麦中学校,鶴見区,岸谷二丁目1番1号,神奈川県横浜市鶴見区岸谷二丁目1番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/岸谷/二丁目/１番","139.65967","35.49357","5","7"
潮田中学校,鶴見区,向井町4丁目83番地,神奈川県横浜市鶴見区向井町4丁目83番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/向井町/四丁目/８３番地","139.69174","35.50642","5","7"
寛政中学校,鶴見区,寛政町23番地1,神奈川県横浜市鶴見区寛政町23番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/寛政町/２３番","139.69933","35.50263","5","7"
上の宮中学校,鶴見区,上の宮一丁目26番33号,神奈川県横浜市鶴見区上の宮一丁目26番33号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/鶴見区/上の宮/一丁目/２６番","139.63918","35.51229","5","7"
三ツ沢小学校,神奈川区,三ッ沢中町4番地17,神奈川県横浜市神奈川区三ッ沢中町4番地17,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/三ツ沢中町/４番","139.60857","35.47598","5","7"
青木小学校,神奈川区,桐畑17番地,神奈川県横浜市神奈川区桐畑17番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/桐畑/１７番地","139.62589","35.47379","5","7"
二谷小学校,神奈川区,平川町11番地1,神奈川県横浜市神奈川区平川町11番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/平川町/１１番地","139.62900","35.48038","5","7"
幸ケ谷小学校,神奈川区,幸ケ谷1番地1,神奈川県横浜市神奈川区幸ケ谷1番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/幸ケ谷/１番地","139.63083","35.47170","5","7"
浦島小学校,神奈川区,浦島丘16番地,神奈川県横浜市神奈川区浦島丘16番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/浦島丘/１６番地","139.63702","35.48424","5","7"
子安小学校,神奈川区,新子安一丁目24番1号,神奈川県横浜市神奈川区新子安一丁目24番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/新子安/一丁目/２４番","139.65294","35.48832","5","7"
白幡小学校,神奈川区,白幡上町11番地1,神奈川県横浜市神奈川区白幡上町11番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/白幡上町/１１番","139.63206","35.49167","5","7"
神橋小学校,神奈川区,六角橋二丁目34番19号,神奈川県横浜市神奈川区六角橋二丁目34番19号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/六角橋/二丁目/３４番","139.62090","35.48998","5","7"
池上小学校,神奈川区,菅田町1393番地,神奈川県横浜市神奈川区菅田町1393番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/菅田町/１３９３番地","139.58633","35.49636","5","7"
西寺尾小学校,神奈川区,西寺尾二丁目5番1号,神奈川県横浜市神奈川区西寺尾二丁目5番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/西寺尾/二丁目/５番","139.64545","35.49760","5","7"
西寺尾第二小学校,神奈川区,西寺尾二丁目15番1号,神奈川県横浜市神奈川区西寺尾二丁目15番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/西寺尾/二丁目/１５番","139.64677","35.49924","5","7"
大口台小学校,神奈川区,大口仲町460番地,神奈川県横浜市神奈川区大口仲町460番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/大口仲町/４６０番地","139.63718","35.49641","5","7"
斎藤分小学校,神奈川区,斎藤分町34番地1,神奈川県横浜市神奈川区斎藤分町34番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/斎藤分町/３４番","139.62340","35.48208","5","7"
神奈川小学校,神奈川区,東神奈川二丁目35番1号,神奈川県横浜市神奈川区東神奈川二丁目35番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/東神奈川/二丁目/３５番地","139.63589","35.47770","5","7"
神大寺小学校,神奈川区,神大寺三丁目34番1号,神奈川県横浜市神奈川区神大寺三丁目34番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/神大寺/三丁目/３４番","139.60913","35.48773","5","7"
中丸小学校,神奈川区,神大寺三丁目17番1号,神奈川県横浜市神奈川区神大寺三丁目17番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/神大寺/三丁目/１７番","139.60294","35.48201","5","7"
羽沢小学校,神奈川区,羽沢町935番地,神奈川県横浜市神奈川区羽沢町935番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/羽沢町/９３５番地","139.58611","35.48757","5","7"
菅田小学校,神奈川区,菅田町674番地,神奈川県横浜市神奈川区菅田町674番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/菅田町/６７４番地","139.57860","35.49727","5","7"
南神大寺小学校,神奈川区,神大寺二丁目9番16号,神奈川県横浜市神奈川区神大寺二丁目9番16号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/神大寺/二丁目/９番","139.61339","35.48487","5","7"
栗田谷中学校,神奈川区,栗田谷3番地1,神奈川県横浜市神奈川区栗田谷3番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/栗田谷/３番","139.62436","35.47723","5","7"
浦島丘中学校,神奈川区,白幡東町27番地1,神奈川県横浜市神奈川区白幡東町27番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/白幡東町/２７番","139.64134","35.48626","5","7"
錦台中学校,神奈川区,西寺尾三丁目10番1号,神奈川県横浜市神奈川区西寺尾三丁目10番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/神奈川区/西寺尾/三丁目/１０番","139.65092","35.49668","5","7"
東小学校,西区,東ケ丘59番地,神奈川県横浜市西区東ケ丘59番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/西区/東ケ丘/５９番地","139.62338","35.44384","5","7"
稲荷台小学校,西区,藤棚町2丁目220番地,神奈川県横浜市西区藤棚町2丁目220番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/西区/藤棚町/二丁目","139.61389","35.44828","5","6"
西前小学校,西区,中央二丁目27番7号,神奈川県横浜市西区中央二丁目27番7号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/西区/中央/二丁目/２７番","139.61555","35.45365","5","7"
平沼小学校,西区,平沼二丁目11番36号,神奈川県横浜市西区平沼二丁目11番36号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/西区/平沼/二丁目/１１番","139.61563","35.45760","5","7"
宮谷小学校,西区,宮ケ谷6番地7,神奈川県横浜市西区宮ケ谷6番地7,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/西区/宮ケ谷/６番地","139.60912","35.46648","5","7"
戸部小学校,西区,伊勢町2丁目115番地,神奈川県横浜市西区伊勢町2丁目115番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/西区/伊勢町/二丁目/１１５番地","139.62186","35.45279","5","7"
一本松小学校,西区,西戸部町1丁目115番地,神奈川県横浜市西区西戸部町1丁目115番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/西区/西戸部町/一丁目/１１５番地","139.61969","35.44677","5","7"
浅間台小学校,西区,浅間町3丁目237番地,神奈川県横浜市西区浅間町3丁目237番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/西区/浅間町/三丁目/２３７番地","139.60629","35.46186","5","7"
岡野中学校,西区,岡野二丁目14番1号,神奈川県横浜市西区岡野二丁目14番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/西区/岡野/二丁目/１４番","139.61174","35.46183","5","7"
西中学校,西区,西戸部町3丁目286番地,神奈川県横浜市西区西戸部町3丁目286番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/西区/西戸部町/三丁目/２８６番地","139.61839","35.45230","5","7"
老松中学校,西区,老松町27番地,神奈川県横浜市西区老松町27番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/西区/老松町/２７番地","139.62469","35.44742","5","7"
軽井沢中学校,西区,北軽井沢24番地,神奈川県横浜市西区北軽井沢24番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/西区/北軽井沢/２４番地","139.60957","35.46899","5","7"
本町小学校,中区,花咲町3丁目86番地,神奈川県横浜市中区花咲町3丁目86番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/花咲町/三丁目/８６番地","139.62863","35.45060","5","7"
山元小学校,中区,山元町3丁目152番地,神奈川県横浜市中区山元町3丁目152番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/山元町/三丁目/１５２番地","139.63814","35.42783","5","7"
元街小学校,中区,山手町36番地,神奈川県横浜市中区山手町36番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/山手町/３６番地","139.64815","35.43645","5","7"
北方小学校,中区,諏訪町29番地,神奈川県横浜市中区諏訪町29番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/諏訪町/２９番地","139.65378","35.43651","5","7"
大鳥小学校,中区,本牧町1丁目251番地,神奈川県横浜市中区本牧町1丁目251番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/本牧町/一丁目/２５１番地","139.65663","35.42722","5","7"
間門小学校,中区,本牧間門29番地1,神奈川県横浜市中区本牧間門29番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/本牧間門/２９番","139.65544","35.41759","5","7"
立野小学校,中区,立野76番地,神奈川県横浜市中区立野76番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/立野/７６番地","139.64546","35.42728","5","7"
本牧南小学校,中区,本牧元町44番地1,神奈川県横浜市中区本牧元町44番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/本牧元町/４４番","139.66853","35.41635","5","7"
本牧小学校,中区,本牧和田5番地1,神奈川県横浜市中区本牧和田5番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/本牧和田/５番","139.66229","35.42454","5","7"
横浜吉田中学校,中区,羽衣町3丁目84番地,神奈川県横浜市中区羽衣町3丁目84番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/羽衣町/三丁目/８４番地","139.63289","35.44277","5","7"
港中学校,中区,山下町241番地,神奈川県横浜市中区山下町241番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/山下町/２４１番地","139.64308","35.44127","5","7"
仲尾台中学校,中区,仲尾台23番地,神奈川県横浜市中区仲尾台23番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/仲尾台/２３番地","139.64534","35.42563","5","7"
みなと総合高等学校,中区,山下町231番地,神奈川県横浜市中区山下町231番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/中区/山下町/２３１番地","139.64230","35.44169","5","7"
南吉田小学校,南区,高根町2丁目14番地,神奈川県横浜市南区高根町2丁目14番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/高根町/二丁目/１４番地","139.62650","35.43660","5","7"
石川小学校,南区,中村町1丁目66番地,神奈川県横浜市南区中村町1丁目66番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/中村町/一丁目/６６番地","139.63492","35.43407","5","7"
中村小学校,南区,中村町4丁目269番地1,神奈川県横浜市南区中村町4丁目269番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/中村町/四丁目/２６９番地","139.62610","35.43253","5","7"
日枝小学校,南区,山王町5丁目31番地,神奈川県横浜市南区山王町5丁目31番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/山王町/五丁目/３１番地","139.61662","35.43556","5","7"
蒔田小学校,南区,蒔田町1020番地,神奈川県横浜市南区蒔田町1020番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/蒔田町","139.61134","35.42627","5","5"
大岡小学校,南区,大橋町3丁目49番地,神奈川県横浜市南区大橋町3丁目49番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/大橋町/三丁目/４９番地","139.60085","35.42586","5","7"
井土ケ谷小学校,南区,井土ケ谷上町2番地1,神奈川県横浜市南区井土ケ谷上町2番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/井土ケ谷上町/２番","139.59984","35.43300","5","7"
永田小学校,南区,永田北二丁目6番12号,神奈川県横浜市南区永田北二丁目6番12号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/永田北/二丁目/６番","139.59157","35.43525","5","7"
南太田小学校,南区,南太田一丁目17番1号,神奈川県横浜市南区南太田一丁目17番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/南太田/一丁目/１７番","139.61137","35.43517","5","7"
太田小学校,南区,三春台42番地,神奈川県横浜市南区三春台42番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/三春台/４２番地","139.61720","35.44106","5","7"
南小学校,南区,中里一丁目6番16号,神奈川県横浜市南区中里一丁目6番16号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/中里/一丁目/６番","139.59908","35.41897","5","7"
六つ川小学校,南区,六ツ川三丁目4番12号,神奈川県横浜市南区六ツ川三丁目4番12号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/六ツ川/三丁目/４番地","139.58339","35.42847","5","7"
藤の木小学校,南区,大岡四丁目10番1号,神奈川県横浜市南区大岡四丁目10番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/大岡/四丁目/１０番","139.60480","35.41230","5","7"
永田台小学校,南区,永田みなみ台6番地1,神奈川県横浜市南区永田みなみ台6番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/永田みなみ台/６番","139.58913","35.43280","5","7"
六つ川台小学校,南区,六ツ川三丁目65番9号,神奈川県横浜市南区六ツ川三丁目65番9号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/六ツ川/三丁目/６５番地","139.58104","35.42865","5","7"
別所小学校,南区,別所六丁目3番1号,神奈川県横浜市南区別所六丁目3番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/別所/六丁目/３番","139.58208","35.41727","5","7"
六つ川西小学校,南区,六ツ川二丁目156番1号,神奈川県横浜市南区六ツ川二丁目156番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/六ツ川/二丁目/１５６番地","139.57828","35.42404","5","7"
平楽中学校,南区,平楽1番地,神奈川県横浜市南区平楽1番地,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/平楽/１番地","139.63364","35.43129","5","7"
共進中学校,南区,東蒔田町1番地5,神奈川県横浜市南区東蒔田町1番地5,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/東蒔田町/１番地","139.61684","35.43284","5","7"
南中学校,南区,六ツ川一丁目14番,神奈川県横浜市南区六ツ川一丁目14番,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/六ツ川/一丁目/１４番地","139.59773","35.42657","5","7"
蒔田中学校,南区,花之木町2番地45,神奈川県横浜市南区花之木町2番地45,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/花之木町/二丁目","139.61055","35.43276","5","6"
六ツ川中学校,南区,六ツ川三丁目81番11号,神奈川県横浜市南区六ツ川三丁目81番11号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/六ツ川/三丁目/８１番地","139.57831","35.42918","5","7"
南が丘中学校,南区,別所三丁目6番1号,神奈川県横浜市南区別所三丁目6番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/別所/三丁目/６番","139.59073","35.41373","5","7"
永田中学校,南区,永田みなみ台7番地1,神奈川県横浜市南区永田みなみ台7番地1,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/永田みなみ台/７番","139.58774","35.43375","5","7"
藤の木中学校,南区,大岡四丁目44番1号,神奈川県横浜市南区大岡四丁目44番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/南区/大岡/四丁目/４４番","139.60603","35.41087","5","7"
日野小学校,港南区,日野七丁目11番1号,神奈川県横浜市港南区日野七丁目11番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/日野/七丁目/１１番","139.57974","35.38727","5","7"
永野小学校,港南区,上永谷二丁目21番10号,神奈川県横浜市港南区上永谷二丁目21番10号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/上永谷/二丁目/２１番","139.57028","35.40566","5","7"
日下小学校,港南区,笹下三丁目9番1号,神奈川県横浜市港南区笹下三丁目9番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/笹下/三丁目/９番","139.60164","35.39038","5","7"
桜岡小学校,港南区,大久保一丁目6番43号,神奈川県横浜市港南区大久保一丁目6番43号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/大久保/一丁目/６番","139.59369","35.41216","5","7"
南台小学校,港南区,港南五丁目6番1号,神奈川県横浜市港南区港南五丁目6番1号,被災した住民の避難生活の場所、情報受伝達、備蓄機能を備えた拠点です。,"神奈川県/横浜市/港南区/港南/五丁目/６番","139.59219","35.39737","5","7"
